,# time passed,number of events,total number,average number
602,4522.5,223.0,142007.0,18934.266666666666
603,4530.0,233.0,142240.0,18965.333333333332
604,4537.5,219.0,142459.0,18994.533333333333
605,4545.0,212.0,142671.0,19022.8
606,4552.5,223.0,142894.0,19052.533333333333
607,4560.0,241.0,143135.0,19084.666666666668
608,4567.5,241.0,143376.0,19116.8
609,4575.0,235.0,143611.0,19148.133333333335
610,4582.5,237.0,143848.0,19179.733333333334
611,4590.0,249.0,144097.0,19212.933333333334
612,4597.5,243.0,144340.0,19245.333333333332
613,4605.0,254.0,144594.0,19279.2
614,4612.5,228.0,144822.0,19309.6
615,4620.0,247.0,145069.0,19342.533333333333
616,4627.5,240.0,145309.0,19374.533333333333
617,4635.0,225.0,145534.0,19404.533333333333
618,4642.5,212.0,145746.0,19432.8
619,4650.0,226.0,145972.0,19462.933333333334
620,4657.5,235.0,146207.0,19494.266666666666
621,4665.0,235.0,146442.0,19525.6
622,4672.5,223.0,146665.0,19555.333333333332
623,4680.0,270.0,146935.0,19591.333333333332
624,4687.5,238.0,147173.0,19623.066666666666
625,4695.0,243.0,147416.0,19655.466666666667
626,4702.5,215.0,147631.0,19684.133333333335
627,4710.0,241.0,147872.0,19716.266666666666
628,4717.5,242.0,148114.0,19748.533333333333
629,4725.0,235.0,148349.0,19779.866666666665
630,4732.5,210.0,148559.0,19807.866666666665
631,4740.0,264.0,148823.0,19843.066666666666
632,4747.5,249.0,149072.0,19876.266666666666
633,4755.0,240.0,149312.0,19908.266666666666
634,4762.5,245.0,149557.0,19940.933333333334
635,4770.0,233.0,149790.0,19972.0
636,4777.5,232.0,150022.0,20002.933333333334
637,4785.0,240.0,150262.0,20034.933333333334
638,4792.5,234.0,150496.0,20066.133333333335
639,4800.0,226.0,150722.0,20096.266666666666
640,4807.5,225.0,150947.0,20126.266666666666
641,4815.0,215.0,151162.0,20154.933333333334
642,4822.5,253.0,151415.0,20188.666666666668
643,4830.0,241.0,151656.0,20220.8
644,4837.5,258.0,151914.0,20255.2
645,4845.0,240.0,152154.0,20287.2
646,4852.5,228.0,152382.0,20317.6
647,4860.0,232.0,152614.0,20348.533333333333
648,4867.5,250.0,152864.0,20381.866666666665
649,4875.0,248.0,153112.0,20414.933333333334
650,4882.5,224.0,153336.0,20444.8
651,4890.0,236.0,153572.0,20476.266666666666
652,4897.5,209.0,153781.0,20504.133333333335
653,4905.0,247.0,154028.0,20537.066666666666
654,4912.5,240.0,154268.0,20569.066666666666
655,4920.0,212.0,154480.0,20597.333333333332
656,4927.5,230.0,154710.0,20628.0
657,4935.0,243.0,154953.0,20660.4
658,4942.5,245.0,155198.0,20693.066666666666
659,4950.0,245.0,155443.0,20725.733333333334
660,4957.5,255.0,155698.0,20759.733333333334
661,4965.0,234.0,155932.0,20790.933333333334
662,4972.5,247.0,156179.0,20823.866666666665
663,4980.0,233.0,156412.0,20854.933333333334
664,4987.5,253.0,156665.0,20888.666666666668
665,4995.0,247.0,156912.0,20921.6
666,5002.5,220.0,157132.0,20950.933333333334
667,5010.0,232.0,157364.0,20981.866666666665
668,5017.5,223.0,157587.0,21011.6
669,5025.0,243.0,157830.0,21044.0
670,5032.5,256.0,158086.0,21078.133333333335
671,5040.0,245.0,158331.0,21110.8
672,5047.5,244.0,158575.0,21143.333333333332
673,5055.0,217.0,158792.0,21172.266666666666
674,5062.5,218.0,159010.0,21201.333333333332
675,5070.0,220.0,159230.0,21230.666666666668
676,5077.5,239.0,159469.0,21262.533333333333
677,5085.0,232.0,159701.0,21293.466666666667
678,5092.5,222.0,159923.0,21323.066666666666
679,5100.0,247.0,160170.0,21356.0
680,5107.5,231.0,160401.0,21386.8
681,5115.0,210.0,160611.0,21414.8
682,5122.5,239.0,160850.0,21446.666666666668
683,5130.0,249.0,161099.0,21479.866666666665
684,5137.5,248.0,161347.0,21512.933333333334
685,5145.0,263.0,161610.0,21548.0
686,5152.5,264.0,161874.0,21583.2
687,5160.0,240.0,162114.0,21615.2
688,5167.5,235.0,162349.0,21646.533333333333
689,5175.0,192.0,162541.0,21672.133333333335
690,5182.5,236.0,162777.0,21703.6
691,5190.0,208.0,162985.0,21731.333333333332
692,5197.5,240.0,163225.0,21763.333333333332
693,5205.0,225.0,163450.0,21793.333333333332
694,5212.5,203.0,163653.0,21820.4
695,5220.0,257.0,163910.0,21854.666666666668
696,5227.5,233.0,164143.0,21885.733333333334
697,5235.0,228.0,164371.0,21916.133333333335
698,5242.5,235.0,164606.0,21947.466666666667
699,5250.0,231.0,164837.0,21978.266666666666
700,5257.5,238.0,165075.0,22010.0
701,5265.0,231.0,165306.0,22040.8
702,5272.5,243.0,165549.0,22073.2
703,5280.0,255.0,165804.0,22107.2
704,5287.5,244.0,166048.0,22139.733333333334
705,5295.0,263.0,166311.0,22174.8
706,5302.5,232.0,166543.0,22205.733333333334
707,5310.0,210.0,166753.0,22233.733333333334
708,5317.5,262.0,167015.0,22268.666666666668
709,5325.0,251.0,167266.0,22302.133333333335
710,5332.5,218.0,167484.0,22331.2
711,5340.0,257.0,167741.0,22365.466666666667
712,5347.5,240.0,167981.0,22397.466666666667
713,5355.0,237.0,168218.0,22429.066666666666
714,5362.5,234.0,168452.0,22460.266666666666
715,5370.0,246.0,168698.0,22493.066666666666
716,5377.5,226.0,168924.0,22523.2
717,5385.0,258.0,169182.0,22557.6
718,5392.5,251.0,169433.0,22591.066666666666
719,5400.0,239.0,169672.0,22622.933333333334
720,5407.5,253.0,169925.0,22656.666666666668
721,5415.0,247.0,170172.0,22689.6
722,5422.5,219.0,170391.0,22718.8
723,5430.0,223.0,170614.0,22748.533333333333
724,5437.5,224.0,170838.0,22778.4
725,5445.0,229.0,171067.0,22808.933333333334
726,5452.5,223.0,171290.0,22838.666666666668
727,5460.0,197.0,171487.0,22864.933333333334
728,5467.5,230.0,171717.0,22895.6
729,5475.0,231.0,171948.0,22926.4
730,5482.5,231.0,172179.0,22957.2
731,5490.0,239.0,172418.0,22989.066666666666
732,5497.5,231.0,172649.0,23019.866666666665
733,5505.0,235.0,172884.0,23051.2
734,5512.5,232.0,173116.0,23082.133333333335
735,5520.0,242.0,173358.0,23114.4
736,5527.5,239.0,173597.0,23146.266666666666
737,5535.0,228.0,173825.0,23176.666666666668
738,5542.5,242.0,174067.0,23208.933333333334
739,5550.0,240.0,174307.0,23240.933333333334
740,5557.5,212.0,174519.0,23269.2
741,5565.0,250.0,174769.0,23302.533333333333
742,5572.5,231.0,175000.0,23333.333333333332
743,5580.0,243.0,175243.0,23365.733333333334
744,5587.5,232.0,175475.0,23396.666666666668
745,5595.0,265.0,175740.0,23432.0
746,5602.5,215.0,175955.0,23460.666666666668
747,5610.0,257.0,176212.0,23494.933333333334
748,5617.5,248.0,176460.0,23528.0
749,5625.0,252.0,176712.0,23561.6
750,5632.5,232.0,176944.0,23592.533333333333
751,5640.0,238.0,177182.0,23624.266666666666
752,5647.5,227.0,177409.0,23654.533333333333
753,5655.0,253.0,177662.0,23688.266666666666
754,5662.5,237.0,177899.0,23719.866666666665
755,5670.0,245.0,178144.0,23752.533333333333
756,5677.5,243.0,178387.0,23784.933333333334
757,5685.0,236.0,178623.0,23816.4
758,5692.5,239.0,178862.0,23848.266666666666
759,5700.0,250.0,179112.0,23881.6
760,5707.5,239.0,179351.0,23913.466666666667
761,5715.0,236.0,179587.0,23944.933333333334
762,5722.5,244.0,179831.0,23977.466666666667
763,5730.0,245.0,180076.0,24010.133333333335
764,5737.5,265.0,180341.0,24045.466666666667
765,5745.0,228.0,180569.0,24075.866666666665
766,5752.5,212.0,180781.0,24104.133333333335
767,5760.0,219.0,181000.0,24133.333333333332
768,5767.5,231.0,181231.0,24164.133333333335
769,5775.0,211.0,181442.0,24192.266666666666
770,5782.5,225.0,181667.0,24222.266666666666
771,5790.0,234.0,181901.0,24253.466666666667
772,5797.5,225.0,182126.0,24283.466666666667
773,5805.0,247.0,182373.0,24316.4
774,5812.5,256.0,182629.0,24350.533333333333
775,5820.0,222.0,182851.0,24380.133333333335
776,5827.5,245.0,183096.0,24412.8
777,5835.0,212.0,183308.0,24441.066666666666
778,5842.5,226.0,183534.0,24471.2
779,5850.0,261.0,183795.0,24506.0
780,5857.5,214.0,184009.0,24534.533333333333
781,5865.0,250.0,184259.0,24567.866666666665
782,5872.5,218.0,184477.0,24596.933333333334
783,5880.0,243.0,184720.0,24629.333333333332
784,5887.5,242.0,184962.0,24661.6
785,5895.0,234.0,185196.0,24692.8
786,5902.5,237.0,185433.0,24724.4
787,5910.0,243.0,185676.0,24756.8
788,5917.5,246.0,185922.0,24789.6
789,5925.0,232.0,186154.0,24820.533333333333
790,5932.5,243.0,186397.0,24852.933333333334
791,5940.0,251.0,186648.0,24886.4
792,5947.5,231.0,186879.0,24917.2
793,5955.0,215.0,187094.0,24945.866666666665
794,5962.5,232.0,187326.0,24976.8
795,5970.0,222.0,187548.0,25006.4
796,5977.5,248.0,187796.0,25039.466666666667
797,5985.0,232.0,188028.0,25070.4
798,5992.5,239.0,188267.0,25102.266666666666
799,6000.0,220.0,188487.0,25131.6
800,6007.5,237.0,188724.0,25163.2
801,6015.0,225.0,188949.0,25193.2
802,6022.5,229.0,189178.0,25223.733333333334
803,6030.0,220.0,189398.0,25253.066666666666
804,6037.5,248.0,189646.0,25286.133333333335
805,6045.0,257.0,189903.0,25320.4
806,6052.5,223.0,190126.0,25350.133333333335
807,6060.0,222.0,190348.0,25379.733333333334
808,6067.5,229.0,190577.0,25410.266666666666
809,6075.0,268.0,190845.0,25446.0
810,6082.5,217.0,191062.0,25474.933333333334
811,6090.0,242.0,191304.0,25507.2
812,6097.5,230.0,191534.0,25537.866666666665
813,6105.0,228.0,191762.0,25568.266666666666
814,6112.5,259.0,192021.0,25602.8
815,6120.0,239.0,192260.0,25634.666666666668
816,6127.5,221.0,192481.0,25664.133333333335
817,6135.0,207.0,192688.0,25691.733333333334
818,6142.5,250.0,192938.0,25725.066666666666
819,6150.0,248.0,193186.0,25758.133333333335
820,6157.5,244.0,193430.0,25790.666666666668
821,6165.0,220.0,193650.0,25820.0
822,6172.5,231.0,193881.0,25850.8
823,6180.0,230.0,194111.0,25881.466666666667
824,6187.5,232.0,194343.0,25912.4
825,6195.0,239.0,194582.0,25944.266666666666
826,6202.5,246.0,194828.0,25977.066666666666
827,6210.0,248.0,195076.0,26010.133333333335
828,6217.5,227.0,195303.0,26040.4
829,6225.0,231.0,195534.0,26071.2
830,6232.5,198.0,195732.0,26097.6
831,6240.0,228.0,195960.0,26128.0
832,6247.5,228.0,196188.0,26158.4
833,6255.0,236.0,196424.0,26189.866666666665
834,6262.5,256.0,196680.0,26224.0
835,6270.0,262.0,196942.0,26258.933333333334
836,6277.5,256.0,197198.0,26293.066666666666
837,6285.0,259.0,197457.0,26327.6
838,6292.5,258.0,197715.0,26362.0
839,6300.0,255.0,197970.0,26396.0
840,6307.5,200.0,198170.0,26422.666666666668
841,6315.0,239.0,198409.0,26454.533333333333
842,6322.5,240.0,198649.0,26486.533333333333
843,6330.0,243.0,198892.0,26518.933333333334
844,6337.5,223.0,199115.0,26548.666666666668
845,6345.0,261.0,199376.0,26583.466666666667
846,6352.5,225.0,199601.0,26613.466666666667
847,6360.0,235.0,199836.0,26644.8
848,6367.5,226.0,200062.0,26674.933333333334
849,6375.0,229.0,200291.0,26705.466666666667
850,6382.5,202.0,200493.0,26732.4
851,6390.0,230.0,200723.0,26763.066666666666
852,6397.5,222.0,200945.0,26792.666666666668
853,6405.0,235.0,201180.0,26824.0
854,6412.5,251.0,201431.0,26857.466666666667
855,6420.0,238.0,201669.0,26889.2
856,6427.5,239.0,201908.0,26921.066666666666
857,6435.0,236.0,202144.0,26952.533333333333
858,6442.5,231.0,202375.0,26983.333333333332
859,6450.0,223.0,202598.0,27013.066666666666
860,6457.5,249.0,202847.0,27046.266666666666
861,6465.0,264.0,203111.0,27081.466666666667
862,6472.5,210.0,203321.0,27109.466666666667
863,6480.0,239.0,203560.0,27141.333333333332
864,6487.5,224.0,203784.0,27171.2
865,6495.0,238.0,204022.0,27202.933333333334
866,6502.5,234.0,204256.0,27234.133333333335
867,6510.0,243.0,204499.0,27266.533333333333
868,6517.5,242.0,204741.0,27298.8
869,6525.0,241.0,204982.0,27330.933333333334
870,6532.5,225.0,205207.0,27360.933333333334
871,6540.0,254.0,205461.0,27394.8
872,6547.5,231.0,205692.0,27425.6
873,6555.0,230.0,205922.0,27456.266666666666
874,6562.5,239.0,206161.0,27488.133333333335
875,6570.0,239.0,206400.0,27520.0
876,6577.5,240.0,206640.0,27552.0
877,6585.0,226.0,206866.0,27582.133333333335
878,6592.5,222.0,207088.0,27611.733333333334
879,6600.0,258.0,207346.0,27646.133333333335
880,6607.5,226.0,207572.0,27676.266666666666
881,6615.0,265.0,207837.0,27711.6
882,6622.5,234.0,208071.0,27742.8
883,6630.0,234.0,208305.0,27774.0
884,6637.5,204.0,208509.0,27801.2
885,6645.0,244.0,208753.0,27833.733333333334
886,6652.5,258.0,209011.0,27868.133333333335
887,6660.0,241.0,209252.0,27900.266666666666
888,6667.5,232.0,209484.0,27931.2
889,6675.0,223.0,209707.0,27960.933333333334
890,6682.5,258.0,209965.0,27995.333333333332
891,6690.0,244.0,210209.0,28027.866666666665
892,6697.5,264.0,210473.0,28063.066666666666
893,6705.0,245.0,210718.0,28095.733333333334
894,6712.5,235.0,210953.0,28127.066666666666
895,6720.0,259.0,211212.0,28161.6
896,6727.5,222.0,211434.0,28191.2
897,6735.0,222.0,211656.0,28220.8
898,6742.5,248.0,211904.0,28253.866666666665
899,6750.0,238.0,212142.0,28285.6
900,6757.5,275.0,212417.0,28322.266666666666
901,6765.0,247.0,212664.0,28355.2
902,6772.5,249.0,212913.0,28388.4
903,6780.0,224.0,213137.0,28418.266666666666
904,6787.5,239.0,213376.0,28450.133333333335
905,6795.0,255.0,213631.0,28484.133333333335
906,6802.5,243.0,213874.0,28516.533333333333
907,6810.0,243.0,214117.0,28548.933333333334
908,6817.5,230.0,214347.0,28579.6
909,6825.0,237.0,214584.0,28611.2
910,6832.5,228.0,214812.0,28641.6
911,6840.0,240.0,215052.0,28673.6
912,6847.5,226.0,215278.0,28703.733333333334
913,6855.0,219.0,215497.0,28732.933333333334
914,6862.5,241.0,215738.0,28765.066666666666
915,6870.0,233.0,215971.0,28796.133333333335
916,6877.5,226.0,216197.0,28826.266666666666
917,6885.0,226.0,216423.0,28856.4
918,6892.5,237.0,216660.0,28888.0
919,6900.0,219.0,216879.0,28917.2
920,6907.5,229.0,217108.0,28947.733333333334
921,6915.0,271.0,217379.0,28983.866666666665
922,6922.5,223.0,217602.0,29013.6
923,6930.0,205.0,217807.0,29040.933333333334
924,6937.5,267.0,218074.0,29076.533333333333
925,6945.0,252.0,218326.0,29110.133333333335
926,6952.5,236.0,218562.0,29141.6
927,6960.0,220.0,218782.0,29170.933333333334
928,6967.5,222.0,219004.0,29200.533333333333
929,6975.0,228.0,219232.0,29230.933333333334
930,6982.5,248.0,219480.0,29264.0
931,6990.0,264.0,219744.0,29299.2
932,6997.5,236.0,219980.0,29330.666666666668
933,7005.0,243.0,220223.0,29363.066666666666
934,7012.5,231.0,220454.0,29393.866666666665
935,7020.0,252.0,220706.0,29427.466666666667
936,7027.5,231.0,220937.0,29458.266666666666
937,7035.0,243.0,221180.0,29490.666666666668
938,7042.5,246.0,221426.0,29523.466666666667
939,7050.0,244.0,221670.0,29556.0
940,7057.5,267.0,221937.0,29591.6
941,7065.0,224.0,222161.0,29621.466666666667
942,7072.5,225.0,222386.0,29651.466666666667
943,7080.0,243.0,222629.0,29683.866666666665
944,7087.5,241.0,222870.0,29716.0
945,7095.0,213.0,223083.0,29744.4
946,7102.5,237.0,223320.0,29776.0
947,7110.0,229.0,223549.0,29806.533333333333
948,7117.5,249.0,223798.0,29839.733333333334
949,7125.0,251.0,224049.0,29873.2
950,7132.5,274.0,224323.0,29909.733333333334
951,7140.0,208.0,224531.0,29937.466666666667
952,7147.5,228.0,224759.0,29967.866666666665
953,7155.0,246.0,225005.0,30000.666666666668
954,7162.5,211.0,225216.0,30028.8
955,7170.0,223.0,225439.0,30058.533333333333
956,7177.5,229.0,225668.0,30089.066666666666
957,7185.0,261.0,225929.0,30123.866666666665
958,7192.5,257.0,226186.0,30158.133333333335
959,7200.0,230.0,226416.0,30188.8
960,7207.5,229.0,226645.0,30219.333333333332
961,7215.0,245.0,226890.0,30252.0
962,7222.5,243.0,227133.0,30284.4
963,7230.0,233.0,227366.0,30315.466666666667
964,7237.5,279.0,227645.0,30352.666666666668
965,7245.0,247.0,227892.0,30385.6
966,7252.5,246.0,228138.0,30418.4
967,7260.0,223.0,228361.0,30448.133333333335
968,7267.5,252.0,228613.0,30481.733333333334
969,7275.0,226.0,228839.0,30511.866666666665
970,7282.5,260.0,229099.0,30546.533333333333
971,7290.0,226.0,229325.0,30576.666666666668
972,7297.5,217.0,229542.0,30605.6
973,7305.0,244.0,229786.0,30638.133333333335
974,7312.5,251.0,230037.0,30671.6
975,7320.0,214.0,230251.0,30700.133333333335
976,7327.5,253.0,230504.0,30733.866666666665
977,7335.0,248.0,230752.0,30766.933333333334
978,7342.5,249.0,231001.0,30800.133333333335
979,7350.0,258.0,231259.0,30834.533333333333
980,7357.5,223.0,231482.0,30864.266666666666
981,7365.0,247.0,231729.0,30897.2
982,7372.5,259.0,231988.0,30931.733333333334
983,7380.0,241.0,232229.0,30963.866666666665
984,7387.5,239.0,232468.0,30995.733333333334
985,7395.0,225.0,232693.0,31025.733333333334
986,7402.5,218.0,232911.0,31054.8
987,7410.0,261.0,233172.0,31089.6
988,7417.5,237.0,233409.0,31121.2
989,7425.0,233.0,233642.0,31152.266666666666
990,7432.5,232.0,233874.0,31183.2
991,7440.0,249.0,234123.0,31216.4
992,7447.5,231.0,234354.0,31247.2
993,7455.0,253.0,234607.0,31280.933333333334
994,7462.5,225.0,234832.0,31310.933333333334
995,7470.0,221.0,235053.0,31340.4
996,7477.5,207.0,235260.0,31368.0
997,7485.0,237.0,235497.0,31399.6
998,7492.5,279.0,235776.0,31436.8
999,7500.0,244.0,236020.0,31469.333333333332
1000,7507.5,224.0,236244.0,31499.2
1001,7515.0,238.0,236482.0,31530.933333333334
1002,7522.5,238.0,236720.0,31562.666666666668
1003,7530.0,229.0,236949.0,31593.2
1004,7537.5,235.0,237184.0,31624.533333333333
1005,7545.0,239.0,237423.0,31656.4
1006,7552.5,239.0,237662.0,31688.266666666666
1007,7560.0,242.0,237904.0,31720.533333333333
1008,7567.5,246.0,238150.0,31753.333333333332
1009,7575.0,250.0,238400.0,31786.666666666668
1010,7582.5,223.0,238623.0,31816.4
1011,7590.0,246.0,238869.0,31849.2
1012,7597.5,240.0,239109.0,31881.2
1013,7605.0,255.0,239364.0,31915.2
1014,7612.5,261.0,239625.0,31950.0
1015,7620.0,232.0,239857.0,31980.933333333334
1016,7627.5,236.0,240093.0,32012.4
1017,7635.0,215.0,240308.0,32041.066666666666
1018,7642.5,235.0,240543.0,32072.4
1019,7650.0,238.0,240781.0,32104.133333333335
1020,7657.5,262.0,241043.0,32139.066666666666
1021,7665.0,232.0,241275.0,32170.0
1022,7672.5,270.0,241545.0,32206.0
1023,7680.0,234.0,241779.0,32237.2
1024,7687.5,245.0,242024.0,32269.866666666665
1025,7695.0,261.0,242285.0,32304.666666666668
1026,7702.5,238.0,242523.0,32336.4
1027,7710.0,254.0,242777.0,32370.266666666666
1028,7717.5,246.0,243023.0,32403.066666666666
1029,7725.0,260.0,243283.0,32437.733333333334
1030,7732.5,257.0,243540.0,32472.0
1031,7740.0,204.0,243744.0,32499.2
1032,7747.5,229.0,243973.0,32529.733333333334
1033,7755.0,244.0,244217.0,32562.266666666666
1034,7762.5,219.0,244436.0,32591.466666666667
1035,7770.0,271.0,244707.0,32627.6
1036,7777.5,236.0,244943.0,32659.066666666666
1037,7785.0,204.0,245147.0,32686.266666666666
1038,7792.5,244.0,245391.0,32718.8
1039,7800.0,224.0,245615.0,32748.666666666668
1040,7807.5,251.0,245866.0,32782.13333333333
1041,7815.0,231.0,246097.0,32812.933333333334
1042,7822.5,236.0,246333.0,32844.4
1043,7830.0,237.0,246570.0,32876.0
1044,7837.5,242.0,246812.0,32908.26666666667
1045,7845.0,248.0,247060.0,32941.333333333336
1046,7852.5,243.0,247303.0,32973.73333333333
1047,7860.0,270.0,247573.0,33009.73333333333
1048,7867.5,231.0,247804.0,33040.53333333333
1049,7875.0,240.0,248044.0,33072.53333333333
1050,7882.5,217.0,248261.0,33101.46666666667
1051,7890.0,258.0,248519.0,33135.86666666667
1052,7897.5,263.0,248782.0,33170.933333333334
1053,7905.0,240.0,249022.0,33202.933333333334
1054,7912.5,231.0,249253.0,33233.73333333333
1055,7920.0,231.0,249484.0,33264.53333333333
1056,7927.5,269.0,249753.0,33300.4
1057,7935.0,221.0,249974.0,33329.86666666667
1058,7942.5,266.0,250240.0,33365.333333333336
1059,7950.0,247.0,250487.0,33398.26666666667
1060,7957.5,243.0,250730.0,33430.666666666664
1061,7965.0,252.0,250982.0,33464.26666666667
1062,7972.5,251.0,251233.0,33497.73333333333
1063,7980.0,218.0,251451.0,33526.8
1064,7987.5,223.0,251674.0,33556.53333333333
1065,7995.0,211.0,251885.0,33584.666666666664
1066,8002.5,251.0,252136.0,33618.13333333333
1067,8010.0,254.0,252390.0,33652.0
1068,8017.5,238.0,252628.0,33683.73333333333
1069,8025.0,243.0,252871.0,33716.13333333333
1070,8032.5,249.0,253120.0,33749.333333333336
1071,8040.0,246.0,253366.0,33782.13333333333
1072,8047.5,240.0,253606.0,33814.13333333333
1073,8055.0,246.0,253852.0,33846.933333333334
1074,8062.5,258.0,254110.0,33881.333333333336
1075,8070.0,253.0,254363.0,33915.066666666666
1076,8077.5,272.0,254635.0,33951.333333333336
1077,8085.0,235.0,254870.0,33982.666666666664
1078,8092.5,240.0,255110.0,34014.666666666664
1079,8100.0,231.0,255341.0,34045.46666666667
1080,8107.5,223.0,255564.0,34075.2
1081,8115.0,240.0,255804.0,34107.2
1082,8122.5,233.0,256037.0,34138.26666666667
1083,8130.0,233.0,256270.0,34169.333333333336
1084,8137.5,237.0,256507.0,34200.933333333334
1085,8145.0,220.0,256727.0,34230.26666666667
1086,8152.5,242.0,256969.0,34262.53333333333
1087,8160.0,243.0,257212.0,34294.933333333334
1088,8167.5,275.0,257487.0,34331.6
1089,8175.0,226.0,257713.0,34361.73333333333
1090,8182.5,242.0,257955.0,34394.0
1091,8190.0,246.0,258201.0,34426.8
1092,8197.5,244.0,258445.0,34459.333333333336
1093,8205.0,231.0,258676.0,34490.13333333333
1094,8212.5,229.0,258905.0,34520.666666666664
1095,8220.0,243.0,259148.0,34553.066666666666
1096,8227.5,224.0,259372.0,34582.933333333334
1097,8235.0,269.0,259641.0,34618.8
1098,8242.5,246.0,259887.0,34651.6
1099,8250.0,214.0,260101.0,34680.13333333333
1100,8257.5,197.0,260298.0,34706.4
1101,8265.0,241.0,260539.0,34738.53333333333
1102,8272.5,232.0,260771.0,34769.46666666667
1103,8280.0,229.0,261000.0,34800.0
1104,8287.5,244.0,261244.0,34832.53333333333
1105,8295.0,215.0,261459.0,34861.2
1106,8302.5,237.0,261696.0,34892.8
1107,8310.0,251.0,261947.0,34926.26666666667
1108,8317.5,234.0,262181.0,34957.46666666667
1109,8325.0,235.0,262416.0,34988.8
1110,8332.5,235.0,262651.0,35020.13333333333
1111,8340.0,226.0,262877.0,35050.26666666667
1112,8347.5,249.0,263126.0,35083.46666666667
1113,8355.0,227.0,263353.0,35113.73333333333
1114,8362.5,249.0,263602.0,35146.933333333334
1115,8370.0,242.0,263844.0,35179.2
1116,8377.5,232.0,264076.0,35210.13333333333
1117,8385.0,238.0,264314.0,35241.86666666667
1118,8392.5,219.0,264533.0,35271.066666666666
1119,8400.0,236.0,264769.0,35302.53333333333
1120,8407.5,243.0,265012.0,35334.933333333334
1121,8415.0,234.0,265246.0,35366.13333333333
1122,8422.5,247.0,265493.0,35399.066666666666
1123,8430.0,258.0,265751.0,35433.46666666667
1124,8437.5,256.0,266007.0,35467.6
1125,8445.0,211.0,266218.0,35495.73333333333
1126,8452.5,244.0,266462.0,35528.26666666667
1127,8460.0,227.0,266689.0,35558.53333333333
1128,8467.5,224.0,266913.0,35588.4
1129,8475.0,256.0,267169.0,35622.53333333333
1130,8482.5,240.0,267409.0,35654.53333333333
1131,8490.0,272.0,267681.0,35690.8
1132,8497.5,200.0,267881.0,35717.46666666667
1133,8505.0,241.0,268122.0,35749.6
1134,8512.5,230.0,268352.0,35780.26666666667
1135,8520.0,221.0,268573.0,35809.73333333333
1136,8527.5,224.0,268797.0,35839.6
1137,8535.0,254.0,269051.0,35873.46666666667
1138,8542.5,239.0,269290.0,35905.333333333336
1139,8550.0,228.0,269518.0,35935.73333333333
1140,8557.5,222.0,269740.0,35965.333333333336
1141,8565.0,242.0,269982.0,35997.6
1142,8572.5,251.0,270233.0,36031.066666666666
1143,8580.0,253.0,270486.0,36064.8
1144,8587.5,259.0,270745.0,36099.333333333336
1145,8595.0,234.0,270979.0,36130.53333333333
1146,8602.5,252.0,271231.0,36164.13333333333
1147,8610.0,254.0,271485.0,36198.0
1148,8617.5,237.0,271722.0,36229.6
1149,8625.0,238.0,271960.0,36261.333333333336
1150,8632.5,261.0,272221.0,36296.13333333333
1151,8640.0,232.0,272453.0,36327.066666666666
1152,8647.5,241.0,272694.0,36359.2
1153,8655.0,255.0,272949.0,36393.2
1154,8662.5,227.0,273176.0,36423.46666666667
1155,8670.0,237.0,273413.0,36455.066666666666
1156,8677.5,225.0,273638.0,36485.066666666666
1157,8685.0,243.0,273881.0,36517.46666666667
1158,8692.5,238.0,274119.0,36549.2
1159,8700.0,227.0,274346.0,36579.46666666667
1160,8707.5,233.0,274579.0,36610.53333333333
1161,8715.0,246.0,274825.0,36643.333333333336
1162,8722.5,261.0,275086.0,36678.13333333333
1163,8730.0,237.0,275323.0,36709.73333333333
1164,8737.5,251.0,275574.0,36743.2
1165,8745.0,229.0,275803.0,36773.73333333333
1166,8752.5,243.0,276046.0,36806.13333333333
1167,8760.0,244.0,276290.0,36838.666666666664
1168,8767.5,231.0,276521.0,36869.46666666667
1169,8775.0,224.0,276745.0,36899.333333333336
1170,8782.5,242.0,276987.0,36931.6
1171,8790.0,255.0,277242.0,36965.6
1172,8797.5,257.0,277499.0,36999.86666666667
1173,8805.0,237.0,277736.0,37031.46666666667
1174,8812.5,253.0,277989.0,37065.2
1175,8820.0,226.0,278215.0,37095.333333333336
1176,8827.5,229.0,278444.0,37125.86666666667
1177,8835.0,261.0,278705.0,37160.666666666664
1178,8842.5,224.0,278929.0,37190.53333333333
1179,8850.0,233.0,279162.0,37221.6
1180,8857.5,227.0,279389.0,37251.86666666667
1181,8865.0,235.0,279624.0,37283.2
1182,8872.5,235.0,279859.0,37314.53333333333
1183,8880.0,244.0,280103.0,37347.066666666666
1184,8887.5,249.0,280352.0,37380.26666666667
1185,8895.0,231.0,280583.0,37411.066666666666
1186,8902.5,249.0,280832.0,37444.26666666667
1187,8910.0,250.0,281082.0,37477.6
1188,8917.5,236.0,281318.0,37509.066666666666
1189,8925.0,204.0,281522.0,37536.26666666667
1190,8932.5,264.0,281786.0,37571.46666666667
1191,8940.0,278.0,282064.0,37608.53333333333
1192,8947.5,227.0,282291.0,37638.8
1193,8955.0,214.0,282505.0,37667.333333333336
1194,8962.5,223.0,282728.0,37697.066666666666
1195,8970.0,253.0,282981.0,37730.8
1196,8977.5,247.0,283228.0,37763.73333333333
1197,8985.0,228.0,283456.0,37794.13333333333
1198,8992.5,236.0,283692.0,37825.6
1199,9000.0,227.0,283919.0,37855.86666666667
